Species;Family;Clade;type_of_care;number_of_parents;care_duration;care_duration_in_males;care_in_males_binary;care_duration_in_females;care_in_females_binary;protection;protection_in_males;protection_in_females;nourishment_by_females;nourishment_by_females_binary;terrestrial_reproduction;direct_development;female_SVL ;male_SVL;average_male_female_SVL;SSD;Egg_diameter;Log_egg_diameter;Clutch_size;Log_Clutch_size;Clutch_volume;Log_Clutch_volume;Parental care references;Terrestrial / aquatic reproduction references;Direct development references;Female size references;Male size references;Egg size references;Clutch size references
Anaxyrus_americanus;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;73,8;53,1;63,45;-0,14;1,35;0,13;6500;3,81;9299,31;3,97;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2222;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Anaxyrus_boreas;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;92,5;NA;NA;NA;1,675;0,22;8606,5;3,93;18955,09;4,28;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2254;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Anaxyrus_californicus;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,4;0,15;4714;3,67;7252,96;3,86;Han & Fu 2013;;Amphibiaweb;;;Han & Fu 2013;Han & Fu 2013
Anaxyrus_canorus;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;2,1;0,32;NA;NA;NA;NA;Han & Fu 2013, Summers et al. 2006;;Amphibiaweb;;;Han & Fu 2013, Summers et al. 2006;
Anaxyrus_cognatus;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;82;NA;NA;NA;1,19;0,08;16186,5;4,21;17993,54;4,26;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2240;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Anaxyrus_debilis;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;36,5;35,1;35,8;-0,02;1;0;NA;NA;NA;NA;Han & Fu 2013, Summers et al. 2006;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013, Summers et al. 2006;
Anaxyrus_exsul;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;50,9;51,6;51,25;0,01;NA;NA;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;
Anaxyrus_fowleri;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;71,5;55,7;63,6;-0,11;NA;NA;8000;3,9;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;Han & Fu 2013
Anaxyrus_hemiophrys;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;;;;
Anaxyrus_microscaphus;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;73;NA;NA;NA;1,475;0,17;4075;3,61;6959,55;3,84;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2220;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Anaxyrus_nelsoni;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;;;;
Anaxyrus_punctatus;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,2;0,08;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;;;Han & Fu 2013;
Anaxyrus_quercicus;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;28,9;27,5;28,2;-0,02;0,9975;0;NA;NA;NA;NA;Han & Fu 2013, Summers et al. 2006;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013, Summers et al. 2006;
Anaxyrus_retiformis;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;52,5;44,4;48,45;-0,07;NA;NA;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;
Anaxyrus_terrestris;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,2;0,08;4000;3,6;4521,6;3,66;Han & Fu 2013, Summers et al. 2006;;Amphibiaweb;;;Han & Fu 2013, Summers et al. 2006;Han & Fu 2013
Anaxyrus_woodhousii;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,275;0,11;10500;4,02;13399,21;4,13;Han & Fu 2013, Summers et al. 2006;;Amphibiaweb;;;Han & Fu 2013, Summers et al. 2006;Han & Fu 2013
Andinobates_bombetes;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Wells 2007;;;;
Andinobates_minutus;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;13,5;13,2;13,35;-0,01;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Wells 2007;Han & Fu 2013;Han & Fu 2013;;
Andinobates_opisthomelas;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Wells 2007;;Wells 2007;;;;
Andinobates_virolinensis;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;IUCN, Amphibiaweb;;Wells 2007;;;;
Anhydrophryne_rattrayi;Pyxicephalidae;Natatanura;male-only care ;1;1;1;1;0;0;1;1;0;2;1;1;present;21,5;NA;NA;NA;2,5;0,4;15,25;1,18;74,82;1,87;IUCN;IUCN;IUCN;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Anodonthyla_boulengeri;Microhylidae;Microhylidae;male-only care ;1;1;1;1;0;0;2;2;0;2;1;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb, Wells 2007;;Amphibiaweb;;;;
Anodonthyla_montana;Microhylidae;Microhylidae;male-only care ;1;1;1;1;0;0;2;2;0;2;1;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;Gomez-Mestre et al. 2325;Gomez-Mestre et al. 2012;;;;
Anodonthyla_nigrigularis;Microhylidae;Microhylidae;male-only care ;1;2;2;1;0;0;2;2;0;NA;NA;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;;;;
Anodonthyla_rouxae;Microhylidae;Microhylidae;male-only care ;1;1;1;1;0;0;2;2;0;2;1;0;absent;26;NA;NA;NA;2,5;0,4;31,5;1,5;154,55;2,19;Amphibiaweb;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Anomaloglossus_beebei;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;2;1;2;2;0;1;1;NA;absent;NA;NA;NA;NA;2,05;0,31;4;0,6;13,2;1,12;Bourne et al 2001;;Amphibiaweb;;;Han & Fu 2013, Summers et al. 2006;Han & Fu 2013
Anomaloglossus_degranvillei;Dendrobatidae;Agastorophrynia;either parent;1;2;2;1;2;1;3;3;3;2;1;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb / Wells 2007;;Wells 2007;;;;
Anomaloglossus_stepheni;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;2;2;0;2;1;1;absent;17;16;16,5;-0,03;2;0,3;4,5;0,65;14,13;1,15;Amphibiaweb;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Anotheca_spinosa;Hylidae;Hylidae;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;0;absent;66,2;61,1;63,65;-0,03;1,625;0,21;247,75;2,39;513,56;2,71;Amphibiaweb, Wells 2007;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Aphantophryne_pansa;Microhylidae;Microhylidae;male-only care ;1;3;3;1;0;0;3;3;0;2;1;1;present;NA;NA;NA;NA;NA;NA;17;1,23;NA;NA;Amphibiaweb, Köhler & Günther 2008;Amphibiaweb;Gomez-Mestre et al. 2012;;;;Han & Fu 2013
Aplastodiscus_perviridis;Hylidae;Hylidae;male-only care ;1;1;1;1;0;0;1;1;0;1;1;0;absent;43;NA;NA;NA;1,8;0,26;210,75;2,32;536,02;2,73;Amphibiaweb;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Arenophryne_rotunda;Myobatrachidae;Australobatrachia;biparental care;2;1;1;1;1;1;1;1;1;2;1;NA;present;NA;NA;NA;NA;5,5;0,74;11;1,04;261,21;2,42;Wikipedia;;Amphibiaweb;;;Summers et al. 2006;Amphibiaweb
Aromobates_alboguttatus;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Aromobates_duranti;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Aromobates_haydeeae;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Aromobates_mayorgai;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Aromobates_meridensis;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Aromobates_molinarii;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Aromobates_nocturnus;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Aromobates_orostoma;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Aromobates_saltuensis;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Aromobates_serranus;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Arthroleptella_bicolor;Pyxicephalidae;Natatanura;male-only care ;1;1;1;1;0;0;2;2;0;2;1;1;present;22;NA;NA;NA;3,5;0,54;9;0,95;86,55;1,94;Amphibiaweb;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Arthroleptella_hewitti;Pyxicephalidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;3;0,48;NA;NA;NA;NA;Summers et al. 2006;;Amphibiaweb;;;Summers et al. 2006;
Arthroleptella_lightfooti;Pyxicephalidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;4,25;0,63;NA;NA;NA;NA;Summers et al. 2006;;Amphibiaweb;;;Summers et al. 2006;
Arthroleptides_martiensseni;Petropedetidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;;;
Arthroleptis_poecilonotus;Arthroleptidae;Afrobatrachia;no care;0;0;0;0;0;0;0;0;0;2;1;1;present;30,5;NA;NA;NA;3,95;0,6;20;1,3;244,96;2,39;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Arthroleptis_schubotzi;Arthroleptidae;Afrobatrachia;no care;0;0;0;0;0;0;0;0;0;2;1;1;present;23;NA;NA;NA;3;0,48;14,5;1,16;102,44;2,01;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Arthroleptis_xenodactyloides;Arthroleptidae;Afrobatrachia;male-only care ;1;1;1;1;0;0;2;2;0;2;1;1;present;22;NA;NA;NA;4;0,6;20;1,3;251,2;2,4;Amphibiaweb;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Ascaphus_montanus;Ascaphidae;Leiopelmatoidea;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;43,5;NA;NA;NA;3,9;0,59;65;1,81;776,09;2,89;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2105;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Ascaphus_truei;Ascaphidae;Leiopelmatoidea;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;45,5;NA;NA;NA;4,3;0,63;45,5;1,66;660,42;2,82;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2120;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Assa_darlingtoni;Myobatrachidae;Australobatrachia;biparental care;2;2;2;1;1;1;4;4;2;0;0;1;absent;25;NA;NA;NA;2,425;0,38;10,5;1,02;48,47;1,69;Wikipedia, Amphibiaweb;Gomez-Mestre et al. 2024;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Atelognathus_patagonicus;Ceratophryidae;Crown_Hyloidea;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2309;Gomez-Mestre et al. 2012;;;;
Atelopus_carbonerensis;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,5;0,18;NA;NA;NA;NA;Summers et al. 2006;;Amphibiaweb;;;Summers et al. 2006;
Atelopus_chiriquiensis;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;42,5;31;36,75;-0,14;2,1;0,32;364;2,56;1260,11;3,1;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Atelopus_spumarius;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;35;27,5;31,25;-0,1;2;0,3;NA;NA;NA;NA;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2066;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013, Summers et al. 2006;
Atelopus_varius;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;40,5;33;36,75;-0,09;2,4;0,38;950;2,98;4295,52;3,63;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Austrochaperina_blumi;Microhylidae;Microhylidae;male-only care ;1;2;2;1;0;0;2;2;0;2;1;NA;present;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb, Wells 2007;;Amphibiaweb;;;;
Austrochaperina_brevipes;Microhylidae;Microhylidae;male-only care ;1;1;1;1;0;0;2;2;0;2;1;NA;present;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb, Wells 2007;;Amphibiaweb;;;;
Austrochaperina_fryi;Microhylidae;Microhylidae;male-only care ;1;1;1;1;0;0;2;2;0;2;1;NA;present;NA;NA;NA;NA;NA;NA;12;1,08;NA;NA;Amphibiaweb, Wells 2007;;Amphibiaweb;;;;Amphibiaweb
Austrochaperina_macrorhyncha;Microhylidae;Microhylidae;male-only care ;1;1;1;1;0;0;2;2;0;2;1;NA;present;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb, Wells 2007;;Amphibiaweb;;;;
Austrochaperina_mehelyi;Microhylidae;Microhylidae;female-only care ;1;1;0;0;1;1;NA;0;NA;2;1;NA;present;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb, Wells 2007;;Amphibiaweb;;;;
Austrochaperina_palmipes;Microhylidae;Microhylidae;male-only care ;1;1;1;1;0;0;2;2;0;2;1;NA;present;NA;NA;NA;NA;NA;NA;12;1,08;NA;NA;Amphibiaweb, Wells 2007;;Amphibiaweb;;;;IUCN
Babina_holsti;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;103;118,7;110,85;0,06;2,425;0,38;25;1,4;115,41;2,06;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2272;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012
Babina_okinavana;Ranidae;Natatanura;NA;NA;1;NA;NA;NA;NA;1;NA;NA;0;0;0;absent;43,5;40,2;41,85;-0,03;NA;NA;259;2,41;NA;NA;IUCN;Amphibiaweb;IUCN;Han & Fu 2013;Han & Fu 2013;;Han & Fu 2013
Babina_pleuraden;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;49,8;51;50,4;0,01;2;0,3;606;2,78;1902,84;3,28;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Barbourula_busuangensis;Bombinatoridae;Costata;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;85,3;84,8;85,05;0;5,9;0,77;78;1,89;2131,42;3,33;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Barygenys_flavigularis;Microhylidae;Microhylidae;male-only care ;1;1;1;1;0;0;2;2;0;2;1;1;present;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb, Wells 2007;Amphibiaweb;Amphibiaweb;;;;
Blommersia_wittei;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;24,5;NA;NA;NA;1,45;0,16;70;1,85;115,53;2,06;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2018;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Bokermannohyla_circumdata;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;63;63;63;0;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2190;Gomez-Mestre et al. 2012;Han & Fu 2013;Han & Fu 2013;;
Bokermannohyla_hylax;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2310;Gomez-Mestre et al. 2012;;;;
Bombina_bombina;Bombinatoridae;Costata;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;44,5;NA;NA;NA;1,8725;0,27;123,75;2,09;340,61;2,53;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2113;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Bombina_maxima;Bombinatoridae;Costata;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;50,9;49,2;50,05;-0,01;3,5;0,54;NA;NA;NA;NA;Summers et al. 2006;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;
Bombina_orientalis;Bombinatoridae;Costata;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;39,75;42,1;40,93;0,02;1,75;0,24;165;2,22;396,67;2,6;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2081;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Bombina_variegata;Bombinatoridae;Costata;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;44,6;NA;NA;NA;2;0,3;84,75;1,93;266,12;2,43;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2114;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Boophis_albilabris;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;74,5;NA;NA;NA;2,5;0,4;421;2,62;2065,53;3,32;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2228;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Boophis_erythrodactylus;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;2;0,3;NA;NA;NA;NA;Summers et al. 2006;;Amphibiaweb;;;Summers et al. 2006;
Boophis_goudotii;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;80;50;65;-0,2;2;0,3;1000;3;3140;3,5;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Boophis_luteus;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;50,75;38,5;44,63;-0,12;2,125;0,33;157,5;2,2;558,3;2,75;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2142;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Boophis_madagascariensis;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;70;NA;NA;NA;3;0,48;405;2,61;2861,33;3,46;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2214;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Han & Fu 2013;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Boophis_occidentalis;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;51;NA;NA;NA;2,35;0,37;1342;3,13;5817,79;3,76;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2147;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Boophis_rappiodes;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;32;24;28;-0,12;2;0,3;260;2,41;816,4;2,91;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Boophis_tephraeomystax;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;45,5;38,5;42;-0,07;1,4;0,15;NA;NA;NA;NA;Han & Fu 2013;Amphibiaweb;Gomez-Mestre et al. 2012;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;
Boophis_xerophilus;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2326;Gomez-Mestre et al. 2012;;;;
Brachycephalus_ephippium;Brachycephalidae;Terrarana;no care;0;0;0;0;0;0;0;0;0;2;1;1;present;16,1;NA;NA;NA;5,2;0,72;5;0,7;106,13;2,03;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Brachytarsophrys_feae;Megophryidae;Anomocoela;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;101,2;95,6;98,4;-0,02;4,5;0,65;1000;3;15896,25;4,2;Han & Fu 2013;Amphibiaweb;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Brachytarsophrys_intermedia;Megophryidae;Anomocoela;male-only care ;1;1;1;1;0;0;2;2;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;IUCN, Wells 2007;;IUCN;;;;
